Willie R.,"Washington, DC",7/24/2016,5.0,"Ching Ching CHA is wow, wow, wow! It's like stepping foot into a tranquil zen garden. From the peaceful music to the overwhelming sense of calm that permeates the entire place, I felt so at peace here. When you walk in, it almost feels like it is not a restaurant, but once you come through the entrance area, you'll find the tables in addition to the teas and accessories. Our server was very kind and took the time to explain how to properly steep the tea, and even poured it to ensure the proper steeping time. I enjoy the tradition that comes with the practice of serving. The menu has a great variety of teas, most of which are in the $6-12 per pot range per person, and it also features some healthy snacks to accompany the tea. The lamb dumplings were awesome and has a nice little spice to them. We also enjoyed the dipping sauce, which paired well and was not too heavy on soy. If you find a tea you love, you can also purchase some tea (or pots, etc.).Everyone is very knowledgeable and can help you find just what you're looking for. Aside from that, I had a fantastic experience here and look forward to returning. Most tea shops in D.C. look and feel like shops, and Ching Ching CHA does a great job of being an actual tea house and restaurant at the same time. Kudos. Can't wait to come back!"
Toya J.,"Greenbelt, MD",1/12/2016,4.0,"I love this place as soon as you walk in you can feel the essence of calm. People are quietly having intimate and engaging conversations. You look to the right there is an assortment of loose leaf teas and other tea related products for purchase and to the left and around a divider lots of open seating. There is lots of space between the tables, which is nice because you get some privacy.We were seated in an open area, and behind us is a space where you can remove your shoes, step up on a platform space and relax on a few pillows (on the floor) and drink your tea at a coffee table.This tea house has lots of dumplings to choose from, apparently they must be good, because when we sat down around 6 pm, the dumplings were all gone. So I went with 2 croissant  pastries one with chicken on the inside, the other with beef. They were pretty good/average, but I much rather to have had the lamb dumplings. *the reason for 4 stars instead of 5.Next time!There is an art to the way tea is served in Asian culture.The staff is very kind and patient; both of these virtues are displayed here as our server came over and carefully poured our tea and told us precisely when we should add more water to our cups. They know exactly when to come by and check up on you without interruption. Lovely.....my peach blossom tea opened up right in front of me, so beautiful to watch. A work of art and nature in every sip!The sign of true tea mastery is when every round of tea tastes exactly the same and at ching ching CHA there was an un-cut ribbon of flavor with every cup. So worth the trip!"
LanChi N.,"Fairfax, VA",1/17/2016,4.0,When in Georgetown it seems like my bf and myself always have to enjoy a cup of tea and the fun part is whenever we go to Ching Ching Cha... we always try a different one. Then again how can you not considering there are so many selections. We still have yet to try food selections there but they always smell so good perhaps at the next visit we will try their tea and bento combination.The staff here is always so attentive and friendly and i love how they tell you how to brew each individual tea since  not every method is the same. I don't think I've tried a bad tea here and I love that they have an option for tea on the floor with patted pillows. I always forget to wear the right shoes so its easy to take off...But  there is always another visit.They also have a lovely selection of loose leaf teas that you can purchase in bulk  along with different tea pots and cups.Favorite tea  was definitely the first one we tried which was the harmony tea.It was amazing how there was no added sweetener but the fruit inside the tea gave it a natural fruitiness and sweetness.For those who are tea snobs and just want an all natural warm beverage this is your spot. Whether you need to catch up with a friend...need to grab lunch read a book be zen with yourself. This place is peaceful enough to do so. Truly a georgetown gem.
Kathryn M.,"Washington, DC",4/10/2016,5.0,"My favorite tea shop in the DC region. Very authentic, with great service and really good teas at very reasonable prices, given the quality. The setting is lovely and tranquil, and the small food menu is full of tempting options, prepared quickly. The food seems to include healthier options than most restaurants - less that's fried and full of butter, etc. I've really enjoyed everything I've eaten here, and the selections really complement tea well. Perfect for lunch or a light snack.I keep coming back here, for good reason. The people who run this shop really are delightful and they will pour your tea for you at your table according to precise methods to ensure you get the best experience of the teas. They also sell loose leaf teas, so if you find something you enjoy, you can take it home with you. Lastly, they have an extensive teaware collection that is really quite remarkable and probably worth a visit in its own right.I have sampled all the serious tea venues in the area -- and there are plenty here that are impressive -- but I give Ching Ching Cha my unequivocal endorsement: it is the best."
G L.,"Leesburg, VA",5/20/2017,5.0,Very nice experience on our first visit. The staff was courteous and the tea was of great quality and served in proper manner. The food was priced reasonably and tasted very good. We even get to buy some tea serving accessories for the house. They have pretty much everything you would need.
Reiko B.,"Washington, DC",5/12/2017,5.0,The white imperial tea is so delicious. Gentle and divine.  And the Mongolian dumplings made of lamb are great! Also had the cold noodles. A gem in Gtown! Cannot believe I had not been here before!!
Simone B.,"Gaithersburg, MD",4/7/2017,2.0,"This place has tasked themselves with exploiting a very limited concept, and therefore finds themselves in the situation of having to charge $10-15 for a cup of tea. While they have a very interesting and bountiful tea menu, this is not the place to come to if you are hungry. They have one substantive meal option, and a few other options as far as snacks go. My advice: eat before or after, and maybe even brew your own tea when you get home to save some dough."
Grace C.,"Clifton, VA",5/7/2017,5.0,"Wow, a semi-hidden gem despite all the hot reviews on yelp because I don't know many others on campus who are huge fans. The restaurant is so unassuming but so accommodating. I had a tea meal for dinner: tomato soup for starters, and a bento box style main meal with Savoy cabbage, snow peas, Korean squash, mapo tofu, white rice and pickled carrots. That was probably the healthiest yet simultaneously most satisfying meal I had out of all the restaurants I've tried in Georgetown. Our server was incredibly gracious, and taught us how to prepare our tea. I had some kind of jasmine tea, and I drank about 8 or 9 cups just to get my money's worth- and the tea is worth it because they offer ten refillable POTS of hot water for free. My friends and I stayed there for hours, and the manager and other workers were so kind to us even despite our long stay. The restaurant is clean as well, which was a bonus. Definitely will head back next year when I'm back in the area to try another tea and another tea meal. Also tempted to buy one of the many tea and food related items they sell in the back."
Murat O.,"McLean, VA",4/28/2017,4.0,"Amazing small tea shop in the heart of Georgetown. They have a great variety of teas and although a bit expensive, I think the experience is worth it. Will be dropping by in the near future."
Jen K.,"Seattle, WA",12/12/2015,4.0,"This is a unique and quaint little shop with some cute tables tucked inside a tiny shop selling tea and cute related accessories.The service is wonderful- very polite and friendly and welcoming!The food is great too. We had a little bento box that was perfectly and lightly seasoned, flavorful, and delicately presented. The teas we had were wonderful. Very true to the titles, and not overly sweet or 'dolled up' like American teas. They were pure and strong and enjoyable.I would highly recommend this place for an afternoon snack or light dinner with a friend. It's quiet and quaint, perfect for good conversation and lots to look around at in the shop itself.Would definitely return if Im in the area again!!!"
Trista G.,"Los Angeles, CA",4/11/2017,5.0,What a great place. Traditional Chinese tea with lots of choices and great dumplings & bento boxes. Perfect lunch in Georgetown. An experience you don't get anywhere else.
Jane W.,"Fairfax, VA",4/19/2017,4.0,"We arrived around opening time on a Saturday, and was one of the two groups there. They don't begin serving food until noon and I wish we knew this before we came. The tea was great! Service was slow, but that just seemed to be the overall atmosphere of the place. I ordered one of the floating lantern teas that was suppose to open up into a bright pink flower. When it opened, I was disappointed to see that the flower was white.. they said they ran out of the bright pink ones so they gave me white one instead (flavor was supposed to be the same). Still, I was a little disappointed that they didn't tell me beforehand and that's why I gave it four stars."
yy f.,"Washington, DC",10/7/2016,4.0,"this place is such a hidden treasure and gem-- an oasis of calm where you really feel transported. i have probably walked by a million times and never thought about going in. i went with a friend and was just ""wow""-ed. first, the store front looks small but its actually spacious with huge ceilings and skylights, on a sunny day its so charming. there are regular tables and chairs and an area to sit on low tables on the ground and take your shoes off. it is NOT the kind of place you go for a quick bite to eat of a quick spot of tea... these guys move slow, but once you mentally adjust to it, its alright. the place is also super quiet-- like library voices quiet, which is hard for me because i am naturally pretty loud, but it worked out. we tried the ""Eight treasure"" tea- which i liked the more it steeped--- at first i thought the flavor wasn't strong enough, but over time the natural sweetness of the raisins and fruits seeps in and the tea becomes sweet. also, you are given a spoon and when you are done you can eat the plump and warm raisons and dates and wolfberries-- soo yummy and a total delight. its supposed to be soothing and mood enhancing and i really think it was.we also had Yunnan Gold Needle-- served in a unique style with a small cup you were constantly having to add hot water to the little pot and let it steep for a minute and a half-- it was amazing! a strong black tea with an almost chocolatey feel to it.Last but not least we had the beef curry puff (yummy, simple, a good snack), and the chicken dumplings (they took forever to come out, which makes me think they are super fresh) and they were really delicious standouts I am definitely hoping to go back and explore more of the tea menu and the food menuThey also sell teas, tea pots and books and other cute things... Anyhoo, what a great hidden treasure :)"
Emily M.,"Washington, DC",3/24/2016,4.0,"If you like tea, you must come here. It is tied, or maybe even better, than the arguably fabulous Capital Teas.The tea is phenomenal, but what makes this place stand out is the experience it offers. There are various seating areas. I sat on a cushioned floor, my legs tucked between a traditional floor seating table. It was a homey and intimate way to share tea with friends. The tea was unique and delicious. I did not order food, but most certainly will next time! The cultural tea books, cute chopsticks, and other items for sale make for good souvenirs or gifts. During the day this place is popular, but late in the evening you can have a quieter meal or tea session. The only reason I am giving it four stars is the price. $6 + tip for a pot of tea was more than I'd like to pay. However, it is specialty tea so maybe the price is a value. I suppose one has to know a little more about tea before making that type of observation. Regardless, this is a lovely place which I shall return to!"
Taariq M.,"Northwest Washington, Washington, DC",6/3/2017,2.0,"Unbelievably overpriced tea, even considering the luxurious nature of some types. Not even ordinary meal."
Sherry F.,"Elkridge, MD",6/22/2015,5.0,"Stopped by for a cool drink on a hot and humid day and got a hibiscus tea w/sugar for myself and a jasmine green w/o sugar for the bf. We got them ""to-go"" so I can't speak to the food/menu or customer service, but the cashier was polite and friendly, all smiles. Each drink was $2.50, with $15 credit minimum. The drinks came out in a few minutes, and both were crisp and refreshing. My hibiscus was tart and sweet with floral hints...perfect thirst-quencher for the weather. My bf enjoyed his jasmine tea as well; steeped perfectly with the roasted flavor of tea without being too overpowering.Wish we weren't in a hurry...I would have loved to check out all the loose-leaf teas and teapots and other tea related merchandise they had displayed...maybe next time! :]"
Avery C.,"Rutland, VT",1/7/2016,5.0,"One of my favorite tea houses in the Washington DC area, I always look forward to my visits here when I am in the area. The tea is amazing, the food is wonderful, and the staff is always attentive and helpful. I love bring people new to the tea house experience here because I know they will enjoy it and the staff is always more then happy to explain the process of enjoying specific types of teas.The only downfall at Ching Ching CHA is there are only two zashiki style seating (sit on floor at low tables) configurations, all the the rest of the seating is traditional western style table and chairs.I will be back again and again! Thanks for the wonderful experiences in the past, the present and in the visits to come in the future!"
Farnaz S.,"Washington, DC",3/1/2017,5.0,"My absolute favorite hidden corner in Georgetown. I have been there several times and I always leave the place with joy and satisfaction. The Variety of really good quality and well presented teas are remarkable, the staff are sweet, attentive and patient. The place is beautiful, calming in a zen way, clean and more importantly quiet, the food is simple and healthy and delicious, the pastries are to die for and fortunately very different from all other places. I love their vegetarian bento box and the lovely tomato and tofu soup, I adore their Lotus seed pastry which has a very unique taste and the sesame seed dessert is really delicious. Every time I am impressed how beautifully they present the tea and how patiently they describe the specific ritual and way of brewing and drinking each tea. My favorite blend is ""Chinese Mother's Wisdom"", it's a must try. This beautiful place also has unlimited wifi and it's such a pleasant place to read a book and magazine on your own or catching up with a friend. I don't recommend it for large group of people and I personally never wanna go there with a large crowd. Part of the unique character of this place is the calmness it offers in a crowded place like Georgetown, I don't like to ruin that :)"
Jon L.,"Manassas, VA",3/28/2015,5.0,"In a word...unique!Cate and I were thinking of walking the trail at Great Falls. I mean it was 74 degrees yesterday...today it was like winter wonderland. So, since it was Saturday we decided to check out this place after reviewing several Yelp posts.We did the traditional chinese tea service, removing our shoes and sitting on the floor, with pads of course.Our Server Man Yee was so very nice and helpful. She explained the various tea's and the menu and made suggestions. Cate had the Jasmine Blossom and I had the Jasmine Pearl They were both just terrific. We shared the Salmon with Kale & Cabbage and we each had a bowl of Miso soup.What a great way to spend a Saturday lunch and make it a special experience.I would highly recommend as a way to entertain out of towers."
Cristina C.,"Bethesda, MD",2/25/2017,5.0,"Words will not do this place justice; so I will keep it brief. The most consistent little place to have a light fare and savor delicious teas. Their dumplings are the best I have had, and the service is impeccable (in typical Asian fashion). This is a MUST if you are in the area. Always on point, great ambience, and high quality and unique. Truly a GEM."
Socheat S.,"Alexandria, VA",1/14/2016,4.0,"As I walked into the tea house, the little corridor definitely reminded me of the traditional chinese restaurants in NY. It was a nice oak smell, full of tradition. I wasn't sure what to do as I walked in bc all you saw as you walked in were tea. A gentleman walked up dress in the traditional Chinese outfit and said his greetings. There wss floor seating and table. My backed ached so I chose the table. :)I wasn't very hungry but I couldn't help but order some food. I had the vegetable dumplings.  Nothing fancy, simple.  My friend had the curry bento box so I tried some of her veggies.  The kale and cabage were cooked enough to hold the crunch and was flavored with a soy dressing. It was refreshing.  Now for the main reason for coming. TEA TEA TEA...The energy of the place is very nice. Serene,  grounded and complete.  I loved all the different type of tea sets and cups. It was like walking to a museum of tea! I had the 8 treasure tea. Medium flavor, lots of different ingredients but not bitter. I enjoyed it. It was nice, I can't say much about the other teas but I look forward to trying them all!"
Lee J.,"South Miami, FL",9/2/2016,5.0,"This is my favorite Chinese tea shop in US. My company is very close to this tea shop, so I visit Ching Ching cha a lot. The tea here are as good as China. I compared the price with the tea price in China, and they are about the same. I love sitting here and order Chinese dessert and also a cup of tea. I love the eight treasures in winter, and monkey King in summer. The dumplings are good too, they are slightly different from dumplings you will find in most Chinese restaurants, but they are really good."
Jeffrey L.,"Omaha, NE",1/13/2016,5.0,"A wonderful find in the Georgetown area. Thanks to Yelp. I liked the ambience of this tea house / restaurant. Looks rather like a Chinese tea house. :) You have an option of a table or floor seating with pillows. I had the mapo doufu bento, and the Ginseng Oolong tea. They explain the Chinese tea preparation wth the supplied tea ware (also for sale). They offer 70 variations of tea. The food was really good especially the green tea mochi. I will return if I'm in the area again."
Luna J.,"Madison, WI",8/4/2016,5.0,Great teahouse for reading by yourself or chatting with friends. I love their afternoon tea set. I tried the Mongolian dumpling and marble tea egg and I would definitely recommend the marble tea egg! It's authentic.
Devi D.,"Baltimore, MD",4/29/2017,5.0,"A hidden gem teahouse just off of commercial georgetown! I recommend the Eight Treasures tea and often end up ordering a bento to share and spending an hour relaxing and snacking. They also have a small store with teacups and chinese books for sale, as well as selling tea leaves to take home."
Cat T.,"Annandale, VA",12/16/2015,5.0,"On a hot summer day, strolling through Georgetown, my friends and I saw this place and decided to check it out. My friends were looking for a place to eat and I didn't mind where we went. Although, we didn't stay to get any food, I got some iced tea to-go.When I walked in, I felt like I was on the set of some Ang Lee film, as it faintly brought to my memory, that one scene from Crouching Tiger Hidden Dragon, where the main female character was fighting off the group of men (sorry, inner film geek speaking). Of course the settings were not similar although it gave me that authentic vibe. I was amazed by how they decorated the interior with such fine furniture that seemed to be vintage from the tables to the chairs and even the stage area for on the floor seating. I liked the atmosphere and the unique quality this place possessed. The firecrackers hung on each of the side of the room were a nice touch. I liked the skylight and the way the lighting poured in over the room. It really made me feel quaint just being there and surrounded by the smell of tea leaves and very beautifully made tea pots and cups. Well, aside from the eye-catching and captivating aesthetics, I enjoyed the flavor the the jasmine tea I ordered, with no sugar, of course. It was truly the dark and strong flavor of tea that I'm used to. Being the tea enthusiast I am, I can't wait to come back and try more teas and other things that this place has to offer. I am already thoroughly impressed with the interior design by itself. Great place to visit in Georgetown, if you're looking for something new and don't mind a little culture."
Megan C.,"Irvine, CA",7/19/2016,4.0,Traditional tea room. Good if you want to experience that type of ambience. Personally I prefer Taiwanese tea.Their lamb dumpling was good.
Maureen C.,"Oakton, VA",4/24/2016,5.0,"Oh my, this first experience was better than expected, even after reading all these rave reviews! I highly recommend this place to any tea lovers out there.  I tried the monkey king green tea and the jasmine tea, definitely loved the monkey king, and the price is worth the show given on how to make the tea starting from washing the leaves and warming the cup!  The food was also spectacular! I tried the bento box with chicken curry, loved the kale, tomato soup that came with it, and the curry! And the mongolian lamb dumplings, mind blowing! Beef curry roll is very good too, but definitely get their mongolian dumplings, drooling right now thinking about it"
Megan H.,"Germantown, MD",11/16/2014,3.0,"I'd prefer stopping in to pick up some tea to go next time. It's cute inside, but with tables in close proximity to one another, it's difficult to have any sort of intimate conversation. If you're not familiar with traditional tea, it is worthwhile to check out their tea service. It will vary with your tea selection, but if you happen to select a tea with fresh tea leaves, they'll wash the tea leaves with an initial pour of hot water before allowing the leaves to steep."
Christine M.,"Costa Mesa, CA",6/23/2016,5.0,"THIS PLACE IS AWESOME! I was just wondering around Georgetown looking for a quite place to read.  I pass this place almost everyday on the bus so I thought I would stop in.  I loved it.  Super pricey, but welcome to Georgetown.  I sat for 3 hours and had 2 separate pots, but I could have easily just had one.  I had some oolong and some green tea.  I was sooooooo hyped up after.  Granted, I was sitting there for 3 hours reading and drinking tea."
Sabrina B.,"New York, NY",11/21/2016,5.0,"Such a cute tea house. The tea was awesome, and the dumplings were even better. I felt like I was in a different country -- wonderful experience."
Tiana Y.,"Bellevue, WA",6/26/2016,5.0,"This place is just wonderful! Everything is perfect and reasonable priced . Highly recommend tea with dessert, if you wanna try authentic Chinese style things. (I love pineapple square most:) Tea is fresh and teapot is cute too. I didn't expect the food at a tea house at all, but both the tea meal and cold noodles are great! I will definitely come here again when I visit D,C. next time!"
Jackie B.,"Lorton, VA",8/30/2014,4.0,"This relaxing little nook was perfect after a busy day walking around Gtown. I ordered the Apple Iced Tea to cool down and it was so refreshing and delicious. The bf and I also got the Monkey King green tea ($15). It's the smoothest and most pleasantly tasting green tea I've tried. Not bitter at all! Pricier than the other teas, but we thoroughly enjoyed the taste, and the technique of brewing the leaves was novel and fun for us. I also loved the tea cup - the outside stayed cool so no burnt fingers.I'm a huge fan of anything with a flaky croissant-like crust and their Curry Beef Roll and Chicken Roll ($5) are no exception! The meat-filled pastries came out piping hot and were flaky, tasty, and comforting. This tea house is great for a light lunch and we really enjoyed a break from the hustle and bustle around town."
Janelle V.,"San Leandro, CA",12/8/2014,4.0,"If you're really into tea - and I mean authentic Chinese teas, not tea bags like Lipton where you can just throw it into hot water and call it a day or generic teas from your everyday cafe - you'll love Ching Ching Cha. It's not only a tea house, but also a shop where you can purchase tea as well. AMBIANCE: The moment you walk through the door you're transported into a very peaceful and tranquil environment. You can choose to either sit at a regular table or sit at a lower (more traditional) table setting where you take your shoes off and sit on pillows. My friend and I opted for the table option, but if I were to come back I'd definitely want to try sitting there.PRICE: The price varies upon which tea your order. I ordered the Floating Lantern tea, which is considered an artisan tea and costed me about $7, but since you can keep refilling your cup use the same leaves/herbs/etc. a few times, I'd say you get your money's worth. Plus, I'm not 100%, but I'm pretty sure you can purchase the tea in their gift shop area if you really LOVE it or have a tea in mind. TEA: I really don't see how you can go wrong with any tea your order. Obviously if you like a more hearty tea then ordering a black tea would be best versus a lighter green tea, but it's all personal preference. There are so many tea options at Ching Ching Cha, it definitely was hard for me to come to a final decision. Also, there's a teapot at each table that is filled with hot water that your server frequently refills. FOOD: I can't tell you much about the food because quite frankly, I didn't come here hungry or even expecting there to be any. However, there ARE food options. I say if you're hungry or want to try something, do it. OVERALL? This is definitely an authentic tea house and it's a nice tranquil environment to unwind in. I went here on a really cold night and it was a nice escape from the chaos of reality. The service was also pretty good. Our waitress answered all our question about why the establishment was called ""Ching Ching CHA"" to what was her recommended tea options. She was also very attentive and changed our teapot that held hot water very frequently."
Meika U.,"Arlington, VA",12/1/2016,5.0,"Long story: I came here with my mother a few years ago. I had a tisane and the tea-soaked egg while she had the monkey king tea and a salad. It was refreshing and calming and a few months later, my mom was diagnosed with cancer. It wasn't a particularly dangerous cancer, so I sent a care package in lieu of rushing home, and she asked me to send some of that magical green tea. So I trekked to the shop and asked the server who got the owner to come out and talk to me. She said she had flown to Taiwan to get this tea and she would only give me a couple ounces and apologized for the cost. My mom was so pleased and said it was comforting during her radiation therapy. Then I switched jobs and made new friends and my routines never took me to Georgetown. I wandered around Teavana and drank PG tips and an occasional bag of Tazo, when I decided I wanted better. When I read a post on serious eats about buying good tea online, half the shops he talked about sounded familiar. Serious about tea, personal relationships with growers in tea regions, specialized, travels to hand-select tea... So I trekked back to ching ching cha. When I opened the door, I was enveloped in the scent of tea and spices, instantly calm and quiet. I found the genmaicha I was looking for, browsed the vast selection of tea accoutrements, and sat down. The food is minimal - designed to compliment but not overpower the tea. The servers are there to teach you how to do the tea prep correctly. Be prepared to have a meditative experience. The methods of prep for some of the teas are intended to allow you to experience the full, subtle dimensions of each variety, which requires focus and patience. You won't be hurried. If you are looking for the real deal, you won't be disappointed."
Mckendree T.,"Rosemont, IL",5/8/2016,5.0,"Incredibly restful and an unforgettable atmosphere. Take a break from shopping and order the ""harmony"" cup of tea"
Jane T.,"Alexandria, VA",7/18/2015,4.0,"Love coming here for tea! It's on the pricier side but it's real tea. The deserts are good too. But, I wouldn't eat the food here. It's not that great. Come here for tea only."
