KC W.,"San Francisco, CA",9/2/2017,5.0,"I heard so many good things about Founding Farmers prior to relocating to DC, and to say I enjoyed this would be an understatement. My friend and I both ordered the chicken and waffles and WOW we were blown away. The chicken was so tender and juicy, and it was fried perfectly crispy. The waffle was the fluffiest waffle I've ever eaten, and the maple syrup that went with it had cinnamon sticks in it, which made it so fragrant. The mac and cheese was very simple but delicious, and the potato salad (I swapped out the green beans because I'm picky) was refreshing with tiny bits of celery and cauliflower. I also had the Ward Eight cocktail while my friend had the Clementine Cooler - both were tasty and the alcohol wasn't too overpowering. Service was great too - our server gave us recommendations as soon as we told her it was our first time there, she kept us updated on when our food/drinks would arrive, and she checked up on us regularly to make sure we were satisfied with our meal. It was packed when we arrived at lunch hour on a Friday, but luckily we made a reservation ahead of time - we actually were a little late, but thankfully they held our table for 15 minutes. There are metro stations just a few blocks away, so it's very easily accessible. I'll definitely be bringing out-of-town friends here and I can't wait to try the rest of the menu!"
Shaquita Y.,"Birmingham, AL","7/29/2017
            





Updated review",5.0,"WHAT AN AMAZING LOCATION.Everyone suggested i make  reservation so i did and that was helpful since there was a wait for 10:30 am on a friday.Stuffed french toast with berries is probably the best french toast i've ever had in my life. that is not an exaggeration. the combination of cream and bread was like none i've ever had. i'm sad thinking about how i'll have to go back to dc just to get my craving satisfied.i also got the black pepper maple bacon which was the perfect combination of sweetness to bacon. and they don't skip on the portion sizes. three hearty pieces of thick cut bacon, that don't break apart at the touch of a fork.the crab cake Benedict was okay. i'm not a fan of runny eggs so that wasn't the best combination for me. the crab cake is deconstructed but the flavor was good."
Natalie M.,"San Francisco, CA",7/23/2017,5.0,"I'm writing this as I'm still processing the experience of Founding Farmers. Wow! This place was crowded! We were told it'd be an hour and 15 minute wait but we were able to get seats at the bar. I ordered a Chelsea's Manhattan to start. Mmmm. This one had a nice hint of bitters and orange zest. Just great! We shared a brie, apple and onion jam flatbread. The onion jam was probably the main star of this dish. The flatbread was buttery and was savory. The apple and brie went really well with the onion jam. These onions were perfectly sweetened! Now for the entrée. I got the yankee pot roast and wow! I've had pot roast so many times and this is the best I've ever had. The pot roast was so tender. There were also celery, carrots, green beans, and mashed potatoes at the bottom of the dish. I loved that it was topped with fried onions. It paired so well with it all! It was a generous portion for sure. I tried to think of what could possibly be the seasoning so I could recreate this dish lol. Cinnamon? Rosemary? They have a cookbook apparently so I'll have to check that out. I loved this dish and savored each bite! Overall, it's a fun environment (a little loud but lively). Our server was great and had awesome recommendations. I would come visit this place again for sure!"
Sarah S.,"Fullerton, CA",7/24/2017,4.0,"I'm going to start with the cons:Water smelled like wet dog and so did the table we sat on. Doesn't come with ice unless you request it. Fried Chicken was dry so soak it in the watery maple syrup. It tasted like baked chicken. I was not a big fan We called in to make a reservation and we didn't have to wait. Your whole table needs to be there. Pros: Corn bread skillet $5 SO GOOD with the honey butter omg. The bread is like buttermilk and melts in your mouth. The best corn bread I've had. Please get this, you can't go wrong. It has actual whole kernels in it. Fried green tomatoes $8. Comes with around 4 slices and two types of sauces. One that was more sour and curdy and the other one was a yummy cilantro mayo like sauce which was my favorite. Both provide a different pungent type of flavor and its not like many others. It's not something you'd expect and it's unique. Definitely try it and share with your table. Chicken and waffles $16 comes with perfectly seasoned green beans, Creamy mac and cheese, two pieces of chicken and two pieces of waffles. Everything about this plate was great except like I said earlier, chicken was dry on both my order and my friends order. It tasted baked but the skin coating was yummy. Try dipping this chicken into the cilantro sauce if you get the fried tomatoes. Salmon: melts in your mouth, perfectly seasoned. Once it starts to get cold, it tastes drier so eat quick. Yummy mashed Potatoes, Chinese Broccoli, pretty good. Fish and chips: they're okay, nothing special. Comes with unsalted chips and fries.. 3/5"
Priya R.,"Washington, DC",8/5/2017,4.0,"Founding Farmers has a big rep in DC, and I sometimes wonder if the reason for it is because consistency can be hard to find here. In any case, I've been here six or seven times and it's a reliable, reasonably-priced place with an atmosphere for any occasion (good to take out-of-town guests especially). Definitely make a reservation and expect to wait a few minutes regardless. Service is always friendly and fast - they really turn those tables around, especially when I went today for Sunday morning breakfast/brunch.Brunch is really good with the staples, like eggs, bacon, and grits. The beignets are definitely worth sharing for the table - super light with three delicious dips (raspberry, caramel, and chocolate). I got the chicken and waffles today which was good, although the chicken pieces were quite small compared to any other DC restaurant serving the dish. Not a huge fan of the gravy (not flavorful, just heavy/creamy), but it was served on the side anyway. Try the stuffed french toast if you really want to indulge. Dinner items are all over the place and while everything is generally tasty, not every item is stellar. I'm a fan of the farm bread appetizers and spicy tuna poke salad. The fried chicken salad was too heavy on the buttermilk dressing to be considered anything more than fried chicken with some extraneous leaves, but I guess that's what you get for ordering a fried chicken salad. The housemade pastas are quite rich (e.g. the chicken bolognese is cream-based) with generous portion sizes. Interesting drink selections too. Overall, a solid and popular option that has something for everyone in an area with relatively sparse pickings. Recommend: farm breads, beignets, bacon, spicy ahi poke salad, bacon, Cucumber Delight drink"
Gretchen T.,"Sacramento, CA",7/20/2017,5.0,"I came here off of a recommendation from my brother to try the chicken and waffles and that is exactly what I did.I got to the restaurant right around 5:00 p.m. on a Tuesday evening and it was packed. The hostess said the wait was between 45 minutes and an hour. Thankfully, there was an empty seat at the bar and was able to sit down right away.I ordered the chicken and waffles and an amber ale beer. I don't recall the name of it, but it was really good.Bonus points for having the San Francisco Giants game on TV. Lol. I'm pretty sure it was the only game going on at the time, but it was still awesome.The chicken and waffles were the perfect size. It was like half of a Belgian waffle with piece of thigh and a piece of breast and sides of macaroni and cheese and green beans. Everything was so flavorful and perfectly cooked. The saltiness of the chicken balanced well with the sweetness of the waffle with syrup. The skin on the chicken was ridiculously crispy. The macaroni and cheese  was great and the green beans were nice and crisp. I hate when restaurants serve mushy green beans like they came from a can. I finished everything on the plate. Would definitely order this again."
Keizzel C.,"East Bay, CA",8/1/2017,5.0,"Any place that has raved about chicken & waffles is always a place I need to check out. We had reservations for 8:30PM and I thought this place wouldn't be too bad since it was later in the night but hoooly moly this place was packed! Luckily my friend made reservations since the wait was 1.5hrs +, but even with reservations we had to wait an additional 15-20mins. AMBIANCE: - This place is crazy! It's packed because it's a great food spot which can also be a con because it gets loud. I'm happy we were seated upstairs since it seemed a bit more mellow and didn't hold the sound as much as the downstairs area did. SERVICE: - Nothing out of the ordinary. Our waitress was friendly and came by often for refills, but nothing too spectacular. I do applaud them for offering the level of service they do because the crowds here are insane and i've been to places that don't handle them well.FOOD: - Chicken & Waffles - Was it worth the hype? Yes it was! This dish does not only include chicken and waffles, but a side of man n cheese, and green beans. The green beans were a little overcooked in my opinion but the mac and cheese was delicious! Pasta cooked al dente and the sauce just cheesy enough but not soupy. They give you 2 pieces of huge chicken perfectly crispy but not oily and pair that with 2 delicious pieces of waffles. I think the waffles in addition to the mac and cheese were my fave! They were light, airy, and ugh so good. I could only finish half, but even as leftovers the meal was worth it. FINAL VERDICT: Is this place over hyped? Based on my experience not at all. I can see why i's a D.C staple and if you're in the area I would recommend coming, but be sure to make reservations or else."
Lauri W.,"Richmond, VA",7/13/2017,5.0,"Looooved Founding Farmers! We came here for a girl's dinner to kick off our weekend in DC and we all were impressed with our food. I love the layout and feel of the restaurant and literally everything on the menu sounded amazing. I'll agree with a couple of the recent reviews and say that the service was ""meh"". Our waiter was nice enough, but he went ghost toward the end of the meal which normally wouldn't have been as much of a problem if we weren't trying to get a cake for an early birthday surprise for one of our friends! Eventually, it was taken care of and all was well. I ordered the crab cake meal that made my tastebuds dance. I already can't wait to go back to Founding Farmers. I just wanna eat my way through the menu!"
Harolyn M.,"Temple Hills, MD","7/15/2017
            





Updated review",4.0,"Alright after 2-3 more dining experiences here, I'm updating my review... my first bad experience seems fluke... I'm addicted to their beignets and cocktails... I like the Founding Farmers Breakfast... I like this family of restaurants, though Farmers and Distillers is still my favorite... and I thought the gender neutral bathrooms were interesting ""men, women and the rest of us""... this is just a fun hipster-y place to come get a great breakfast / brunch... can't speak much to their lunch / dinner.Oh and the strawberry mist cocktail is delicious, I finally conquered my fear of it having egg whites in it and ordered it... my only regret is not trying it sooner and wasting all that money on bellinis lol"
Chris C.,"Bayside, NY",8/30/2017,5.0,"I just had meatloaf with mash and spinach, and my fiance had chicken fried steak with some green beans... probably the most basic American brunch meal... but dude idk what they do to the food, they make it taste Anyone who has the money to spend about 25-30$ per person, should experience this brunch lunch and dinner spot in the heart of DC."
Dora H.,"Temple City, CA",7/5/2017,5.0,"Even with the excruciatingly long wait time... it was well worth the wait. If you are on vacation, I highly recommend making reservations to save you some time you could use perusing museums or memorials rather than waiting around in the waiting area. Though if you need a breather after a long day of exploring, by all means enjoy the air conditioning and books they have available!The wait staff do their best to accommodate your needs and make sure you are taken care of. We were offered bacon glazed Lollis which were simply amazing. If you like bacon, or ribs. I highly recommend ordering some for the table! The cornbread skillet was also phenomenal. The bread was moist and the pieces of corn in the bread added nice texture. The butter also had a nice honey drizzle which did not add much to flavor, but looked appealing.Their gnocchi had a nice texture, and they were more than generous with the amount of sausage that accompanied the meal. The meatloaf was also very delicious, integrating the buttery mash potatoes and spinach very well. The waffle was nice and crispy, and the fried chicken was crispy and tender.I enjoyed the food here, and though my dining experience was short, I enjoyed their concept of dining sustainably and would definitely recommend this location to anyone visiting the area!"
Gloria L.,"Philadelphia, PA",9/10/2017,5.0,"I was so so pleasantly surprised by Founding Farmers. It was so delicious!!! It gets so much hype and several people recommended it to me. I didn't have too high of expectations because a lot of times when a restaurant is so hyped, I find it easily lets down my expectations. But Founding Farmers was really, really good!!! I went for brunch with a friend. We both split the beignets and I ordered the pastrami hash. The beignets were absolutely amazing.  I liked the caramel sauce the best! The order came with 5 beignets, which was way more than enough. The pastrami in the hash was probably the best pastrami I've had outside of New York. It was very impressive. I just wish they just put more of it in the dish! I will definitely be coming here again!"
Dominique I.,"Northeast Washington, Washington, DC",8/30/2017,5.0,"Always come here for BREAKFAST! It's the BEST around. Normally come during the week when it is less busy. I wasn't craving so I came in on a Saturday knowing it would be a wait. I called beforehand, the host said it was about a 45 minute wait. I came anyways hoping I could get a seat at the bar. Waited for about 10 minutes and luckily was able to grab at seat at the bar. Luis was the bartender on this day. I have had the Red Velvet Pancake (+++), Chicken & Waffles (+++) , and Whipped Blueberry Butter Pancake (+++). Love me some Hot Tea, especially their Moroccan Mint Tea. I had planned on ordering their Carrot Cake Pancakes, but sadly that discontinued them. I was very shocked to hear that removed the Red Velvet Pancakes off the menu as well.I love Blueberries! So Whipped Blueberry Butter Pancakes it is. The Pancakes come with three large fresh blueberry filled pancake and homemade blueberry butter. I can never eat more than 1 1/2 of my pancakes. I wish the Chicken & Waffles came with either more tenders than three or larger size tenders. If I could I would order just a side of chicken tenders to go with my pancakes. Yup It's that good!"
Marianna C.,"Plymouth Meeting, PA",7/3/2017,5.0,"Omg I am SO happy we were able to come try this place. You need a reservation on most days, and we kept checking open table during the day until one opened up during the time we had hoped to eat. We really lucked out!!Everything here is farm fresh and locally made and it really shows. Everything was delicious! We started off with some freshly popped kettle corn and skillet corn bread. I'm not a huge corn bread fan but omg the kettle corn tasted like it was straight out of a state fair. It was AMAZING. Everyone was able to order something they liked for dinner and there are a lot of different options on the menu.  The prices are overall very reasonable, especially considering that fresh ingredients are used and most things (even the pasta) are homemade. I got the goat cheese ravioli and it was TO DIE FOR! It was covered in a yummy butternut squash sauce and came with some chicken on the side. I loved it! Everyone else loved their dishes as well.  We were also pleased with how accommodating and nice everyone was when we told them of my dads gluten intolerance and my brothers tree nut allergy. Someone from the kitchen came out to speak with us to ensure we would all have a safe and delicious dining experience! That was very kind.Overall I would 100% return here and recommend it to anyone. I'm so excited for them to open up their restaurant in King of Prussia so I can come moreOften!"
